58,20,40,2,34,S,1,27647742.99,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,,,,
60,20,40,2,31,S,1,1243019.104,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,
61,22,44,2,42,S,1,122106468,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,,
71,24,48,2,42,S,1,138879394.1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
1,4,10,2,7,U,1,203.1326294,,,,,,,,,,,,,,,,,,,,,,,,
3,4,10,2,7,U,1,184.0591431,,,,,,,,,,,,,,,,,,,,,,,,
8,4,10,2,7,U,1,182.1517944,,,,,,,,,,,,,,,,,,,,,,,,
9,4,10,2,8,U,1,180.0060272,,,,,,,,,,,,,,,,,,,,,,,,
10,4,10,2,8,U,1,181.9133759,,,,,,,,,,,,,,,,,,,,,,,,
11,8,16,2,14,U,1,4395.961761,,,,,,,,,,,,,,,,,,,,,,,,
12,8,16,2,14,U,1,4469.871521,,,,,,,,,,,,,,,,,,,,,,,,
15,8,16,2,14,U,1,4394.054413,,,,,,,,,,,,,,,,,,,,,,,,
16,8,16,2,15,U,1,4384.994507,,,,,,,,,,,,,,,,,,,,,,,,
18,8,16,2,15,U,1,4302.26326,,,,,,,,,,,,,,,,,,,,,,,,
23,12,24,2,21,U,1,86725.23499,,,,,,,,,,,,,,,,,,,,,,,,
24,12,24,2,22,U,1,81820.24956,,,,,,,,,,,,,,,,,,,,,,,,
26,12,24,2,20,U,1,79410.31456,,,,,,,,,,,,,,,,,,,,,,,,
27,12,24,2,20,U,1,82853.07884,,,,,,,,,,,,,,,,,,,,,,,,
29,12,24,2,22,U,1,78645.9446,,,,,,,,,,,,,,,,,,,,,,,,
32,16,32,2,29,U,1,1726147.175,,,,,,,,,,,,,,,,,,,,,,,,
35,16,32,2,26,U,1,1672758.102,,,,,,,,,,,,,,,,,,,,,,,,
37,16,32,2,27,U,1,1776807.785,,,,,,,,,,,,,,,,,,,,,,,,
38,16,32,2,28,U,1,1739411.354,,,,,,,,,,,,,,,,,,,,,,,,
40,16,32,2,27,U,1,1810081.005,,,,,,,,,,,,,,,,,,,,,,,,
41,18,36,2,31,U,1,7721903.801,,,,,,,,,,,,,,,,,,,,,,,,
42,18,36,2,31,U,1,7830409.765,,,,,,,,,,,,,,,,,,,,,,,,
43,18,36,2,31,U,1,7907034.159,,,,,,,,,,,,,,,,,,,,,,,,
44,18,36,2,32,U,1,7974841.833,,,,,,,,,,,,,,,,,,,,,,,,
45,18,36,2,33,U,1,8222392.082,,,,,,,,,,,,,,,,,,,,,,,,
46,18,36,2,29,U,1,7686327.934,,,,,,,,,,,,,,,,,,,,,,,,
47,18,36,2,32,U,1,7681605.816,,,,,,,,,,,,,,,,,,,,,,,,
49,18,36,2,29,U,1,7852802.992,,,,,,,,,,,,,,,,,,,,,,,,
51,20,40,2,33,U,1,34630165.1,,,,,,,,,,,,,,,,,,,,,,,,
52,20,40,2,35,U,1,37430108.07,,,,,,,,,,,,,,,,,,,,,,,,
54,20,40,2,32,U,1,36410841.23,,,,,,,,,,,,,,,,,,,,,,,,
55,20,40,2,37,U,1,35931469.92,,,,,,,,,,,,,,,,,,,,,,,,
56,20,40,2,30,U,1,35091186.05,,,,,,,,,,,,,,,,,,,,,,,,
57,20,40,2,34,U,1,33326539.04,,,,,,,,,,,,,,,,,,,,,,,,
59,20,40,2,36,U,1,39509027,,,,,,,,,,,,,,,,,,,,,,,,
62,22,44,2,37,U,1,170704119,,,,,,,,,,,,,,,,,,,,,,,,
63,22,44,2,38,U,1,163519676,,,,,,,,,,,,,,,,,,,,,,,,
64,22,44,2,39,U,1,170196785,,,,,,,,,,,,,,,,,,,,,,,,
65,22,44,2,37,U,1,158046814,,,,,,,,,,,,,,,,,,,,,,,,
66,22,44,2,37,U,1,154000065.1,,,,,,,,,,,,,,,,,,,,,,,,
67,22,44,2,37,U,1,156967362.9,,,,,,,,,,,,,,,,,,,,,,,,
68,22,44,2,38,U,1,161373791.9,,,,,,,,,,,,,,,,,,,,,,,,
69,22,44,2,37,U,1,158838602.1,,,,,,,,,,,,,,,,,,,,,,,,
70,22,44,2,38,U,1,163972882,,,,,,,,,,,,,,,,,,,,,,,,
72,24,48,2,41,U,1,709862892.2,,,,,,,,,,,,,,,,,,,,,,,,
