2000,4,10,2,8,S,-1,87.97645568847656,0,1,0,0
2001,4,10,2,8,S,-1,130.8917999267578,1,0,0,1
2002,4,10,2,6,U,-1,200.2716064453125
2003,4,10,2,7,S,-1,66.7572021484375,0,1,0,0
2004,4,10,2,7,S,-1,118.97087097167969,1,0,0,0
2005,4,10,2,7,U,-1,204.0863037109375
2006,4,10,2,8,S,-1,16.927719116210938,0,0,0,0
2007,4,10,2,8,U,-1,211.23886108398438
2008,4,10,2,8,S,-1,16.927719116210938,0,0,0,0
2009,4,10,2,7,U,-1,211.95411682128906
2010,8,16,2,16,U,-1,5036.115646362305
2011,8,16,2,13,S,-1,4526.1383056640625,1,1,1,0,1,0,0,0
2012,8,16,2,15,S,-1,692.8443908691406,0,0,1,0,0,0,1,0
2013,8,16,2,14,S,-1,705.0037384033203,0,0,1,0,0,0,1,1
2014,8,16,2,14,U,-1,5127.906799316406
2015,8,16,2,14,U,-1,5059.003829956055
2016,8,16,2,13,S,-1,2336.9789123535156,0,1,1,1,1,0,0,1
2017,8,16,2,10,S,-1,1316.7858123779297,0,1,0,0,0,1,0,0
2018,8,16,2,13,U,-1,5006.074905395508
2019,8,16,2,15,U,-1,5052.804946899414
2020,12,24,2,22,U,-1,117504.83512878418
2021,12,24,2,22,S,-1,18121.004104614258,0,0,1,0,0,1,1,1,0,0,1,1
2022,12,24,2,21,U,-1,113732.09953308105
2023,12,24,2,21,U,-1,116237.87879943848
2024,12,24,2,20,S,-1,68212.98599243164,1,0,0,1,0,1,0,0,0,0,0,0
2025,12,24,2,21,U,-1,117866.99295043945
2026,12,24,2,21,U,-1,111038.9232635498
2027,12,24,2,20,S,-1,29335.26039123535,0,1,0,0,0,0,0,0,1,0,0,1
2028,12,24,2,20,S,-1,15807.151794433594,0,0,1,0,0,0,1,0,0,0,0,1
2029,12,24,2,19,U,-1,116907.11975097656
kSATu.cnf,dshield2,31,15,15,0,0
